Fecha,Nombre_Material,Cantidad_kg,Nombre_Categoria,Operador_logistíco,Sede
2022-04-28,Archivo,"192,80",Papeles y Cartones,Recimed,Robledo
2022-04-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-05-28,Cartón,"339,60",Papeles y Cartones,Recimed,Volador
2022-05-28,Palos de Escoba,"1,00",Otros,Recimed,Robledo
2022-05-28,Palos de Escoba,"0,00",Otros,Recimed,Volador
2022-05-28,Vidrio,"710,30",Vidrios,Recimed,Volador
2022-05-28,Vidrio,"181,40",Vidrios,Recimed,Robledo
2022-05-28,Chatarra,"381,70",Metales,Recimed,Robledo
2022-05-28,Archivo,"163,10",Papeles y Cartones,Recimed,Robledo
2022-05-28,Cartón,"389,90",Papeles y Cartones,Recimed,Robledo
2022-05-28,PVC,"0,00",Otros,Recimed,Volador
2022-05-28,Pet,"445,80",Plásticos,Recimed,Volador
2022-05-28,Chatarra,"1.178,10",Metales,Recimed,Volador
2022-05-28,Pet,"138,70",Plásticos,Recimed,Robledo
2022-05-28,Periódico,"54,90",Papeles y Cartones,Recimed,Volador
2022-05-28,Cartón,"3,84",Papeles y Cartones,Recimed,Volador
2022-05-28,PVC,"23,00",Otros,Recimed,Robledo
2022-05-28,Archivo,"608,50",Papeles y Cartones,Recimed,Volador
2022-05-28,Plástico,"67,30",Plásticos,Recimed,Volador
2022-05-28,Periódico,"0,00",Papeles y Cartones,Recimed,Robledo
2022-05-28,Plega,"298,30",Papeles y Cartones,Recimed,Volador
2022-05-28,Plástico,"39,50",Plásticos,Recimed,Robledo
2022-05-28,Acero,"10,90",Metales,Recimed,Robledo
2022-05-28,Aluminio,"8,40",Metales,Recimed,Robledo
2022-05-28,Plega,"174,40",Papeles y Cartones,Recimed,Robledo
2022-05-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-05-28,Aluminio,"0,90",Metales,Recimed,Robledo
2022-05-28,Cobre,"74,00",Metales,Recimed,Volador
2022-05-28,Plega,"0,00",Plásticos,Recimed,Volador
2022-05-28,Pasta,"69,70",Plásticos,Recimed,Volador
2022-05-28,Pasta,"182,00",Plásticos,Recimed,Robledo
2022-05-28,Aluminio,"23,80",Metales,Recimed,Volador
2022-05-28,Acero,24,Metales,Recimed,Volador
2022-05-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-06-28,Plega,"220,10",Papeles y Cartones,Recimed,Volador
2022-06-28,PVC,"0,00",Otros,Recimed,Robledo
2022-06-28,PVC,"14,90",Otros,Recimed,Volador
2022-06-28,Archivo,"542,30",Papeles y Cartones,Recimed,Volador
2022-06-28,Archivo,"86,20",Papeles y Cartones,Recimed,Robledo
2022-06-28,Pet,"143,10",Plásticos,Recimed,Volador
2022-06-28,Plega,"19,80",Papeles y Cartones,Recimed,Robledo
2022-06-28,Pet,"40,00",Plásticos,Recimed,Robledo
2022-06-28,Acero,"0,00",Metales,Recimed,Robledo
2022-06-28,Periódico,"39,90",Papeles y Cartones,Recimed,Volador
2022-06-28,Pasta,"81,00",Plásticos,Recimed,Volador
2022-06-28,Plástico,"133,40",Plásticos,Recimed,Volador
2022-06-28,Cartón,"0,00",Papeles y Cartones,Recimed,Volador
2022-06-28,Periódico,"0,00",Papeles y Cartones,Recimed,Robledo
2022-06-28,Acero,0,Metales,Recimed,Volador
2022-06-28,Cartón,"460,30",Papeles y Cartones,Recimed,Volador
2022-06-28,Chatarra,"48,60",Metales,Recimed,Robledo
2022-06-28,Palos de Escoba,"0,00",Otros,Recimed,Robledo
2022-06-28,Chatarra,"122,00",Metales,Recimed,Volador
2022-06-28,Plega,"0,00",Plásticos,Recimed,Volador
2022-06-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-06-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-06-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-06-28,Vidrio,"161,30",Vidrios,Recimed,Volador
2022-06-28,Palos de Escoba,"29,00",Otros,Recimed,Volador
2022-06-28,Cobre,"0,00",Metales,Recimed,Volador
2022-06-28,Aluminio,"5,10",Metales,Recimed,Volador
2022-06-28,Vidrio,"70,20",Vidrios,Recimed,Robledo
2022-06-28,Pasta,"23,40",Plásticos,Recimed,Robledo
2022-06-28,Plástico,"3,20",Plásticos,Recimed,Robledo
2022-06-28,Cartón,"37,00",Papeles y Cartones,Recimed,Robledo
2022-06-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-07-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-07-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-07-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-07-28,Archivo,"101,20",Papeles y Cartones,Recimed,Robledo
2022-07-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-07-28,Archivo,"1.707,00",Papeles y Cartones,Recimed,Volador
2022-07-28,Aluminio,"48,80",Metales,Recimed,Volador
2022-07-28,Acero,"0,00",Metales,Recimed,Robledo
2022-07-28,PVC,"0,00",Otros,Recimed,Volador
2022-07-28,PVC,"0,00",Otros,Recimed,Robledo
2022-07-28,Palos de Escoba,"0,00",Otros,Recimed,Volador
2022-07-28,Palos de Escoba,"0,00",Otros,Recimed,Robledo
2022-07-28,Pasta,"0,00",Plásticos,Recimed,Robledo
2022-07-28,Acero,0,Metales,Recimed,Volador
2022-07-28,Cartón,"75,40",Papeles y Cartones,Recimed,Robledo
2022-07-28,Plega,"53,10",Papeles y Cartones,Recimed,Robledo
2022-07-28,Chatarra,"0,00",Metales,Recimed,Volador
2022-07-28,Plega,"812,00",Papeles y Cartones,Recimed,Volador
2022-07-28,Cartón,"111,40",Papeles y Cartones,Recimed,Volador
2022-07-28,Vidrio,"72,00",Vidrios,Recimed,Robledo
2022-07-28,Vidrio,"0,00",Vidrios,Recimed,Volador
2022-07-28,Periódico,"18,00",Papeles y Cartones,Recimed,Volador
2022-07-28,Pet,"53,80",Plásticos,Recimed,Robledo
2022-07-28,Pet,"376,30",Plásticos,Recimed,Volador
2022-07-28,Periódico,"0,00",Papeles y Cartones,Recimed,Robledo
2022-07-28,Cartón,"0,00",Papeles y Cartones,Recimed,Volador
2022-07-28,Pasta,"201,30",Plásticos,Recimed,Volador
2022-07-28,Plástico,"217,40",Plásticos,Recimed,Volador
2022-07-28,Plástico,"15,50",Plásticos,Recimed,Robledo
2022-07-28,Plega,"0,00",Plásticos,Recimed,Volador
2022-07-28,Chatarra,"113,40",Metales,Recimed,Robledo
2022-07-28,Cobre,"0,00",Metales,Recimed,Volador
2022-08-28,Pet,"287,90",Plásticos,Recimed,Volador
2022-08-28,Plástico,"5,20",Plásticos,Recimed,Robledo
2022-08-28,Plega,"1,20",Papeles y Cartones,Recimed,Robledo
2022-08-28,Archivo,"0,00",Papeles y Cartones,Recimed,Robledo
2022-08-28,PVC,"155,80",Otros,Recimed,Robledo
2022-08-28,Pet,"22,40",Plásticos,Recimed,Robledo
2022-08-28,Palos de Escoba,"90,00",Otros,Recimed,Volador
2022-08-28,Chatarra,"2.050,90",Metales,Recimed,Volador
2022-08-28,Acero,"8,50",Metales,Recimed,Volador
2022-08-28,Plega,"10,50",Plásticos,Recimed,Volador
2022-08-28,Cobre,"0,00",Metales,Recimed,Volador
2022-08-28,Archivo,"1.575,00",Papeles y Cartones,Recimed,Volador
2022-08-28,Plega,"1.067,90",Papeles y Cartones,Recimed,Volador
2022-08-28,PVC,"73,20",Otros,Recimed,Volador
2022-08-28,Acero,"0,00",Metales,Recimed,Robledo
2022-08-28,Chatarra,"318,40",Metales,Recimed,Robledo
2022-08-28,Plástico,"176,10",Plásticos,Recimed,Volador
2022-08-28,Cartón,"0,00",Papeles y Cartones,Recimed,Volador
2022-08-28,Palos de Escoba,"0,00",Otros,Recimed,Robledo
2022-08-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-08-28,Periódico,"26,70",Papeles y Cartones,Recimed,Volador
2022-08-28,Periódico,"0,00",Papeles y Cartones,Recimed,Robledo
2022-08-28,Aluminio,"0,00",Metales,Recimed,Volador
2022-08-28,Aluminio,"27,40",Metales,Recimed,Volador
2022-08-28,Aluminio,"10,80",Metales,Recimed,Volador
2022-08-28,Pasta,"116,20",Plásticos,Recimed,Volador
2022-08-28,Vidrio,"740,40",Vidrios,Recimed,Volador
2022-08-28,Vidrio,"22,20",Vidrios,Recimed,Robledo
2022-08-28,Cartón,"94,80",Papeles y Cartones,Recimed,Robledo
2022-08-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-08-28,Cartón,"1.357,10",Papeles y Cartones,Recimed,Volador
2022-08-28,Pasta,"38,40",Plásticos,Recimed,Robledo
2022-09-28,Periódico,"11,2",Papeles y Cartones,Recimed,Volador
2022-09-28,Palos de Escoba,"34,00",Otros,Recimed,Volador
2022-09-28,Cartón,"728,00",Papeles y Cartones,Recimed,Volador
2022-09-28,Chatarra,"253,30",Metales,Recimed,Volador
2022-09-28,Cartón,"47,00",Papeles y Cartones,Recimed,Volador
2022-09-28,Pet,"398,10",Plásticos,Recimed,Volador
2022-09-28,Aluminio,"60,40",Metales,Recimed,Volador
2022-09-28,Plega,"962,80",Papeles y Cartones,Recimed,Volador
2022-09-28,PVC,"75,90",Otros,Recimed,Volador
2022-09-28,Vaso desechable,"20,2",Plásticos,Recimed,Volador
2022-09-28,Vidrio,"432,70",Vidrios,Recimed,Volador
2022-09-28,Archivo,"721,10",Papeles y Cartones,Recimed,Volador
2022-09-28,Plástico,"167,30",Plásticos,Recimed,Volador
2022-09-28,Pasta,"168,40",Plásticos,Recimed,Volador
2022-09-28,Pet,"93,70",Plásticos,Recimed,Robledo
2022-09-28,Vidrio,"138,80",Vidrios,Recimed,Robledo
2022-09-28,Aluminio,"7,10",Metales,Recimed,Robledo
2022-09-28,Cartón,"175,10",Papeles y Cartones,Recimed,Robledo
2022-09-28,Chatarra,"23,20",Metales,Recimed,Robledo
2022-09-28,Cartón,"0,00",Papeles y Cartones,Recimed,Robledo
2022-09-28,Palos de Escoba,"32,00",Otros,Recimed,Robledo
2022-09-28,Pasta,"60,00",Plásticos,Recimed,Robledo
2022-09-28,Plega,"86,80",Papeles y Cartones,Recimed,Robledo
2022-09-28,Plástico,"61,80",Plásticos,Recimed,Robledo
2022-09-28,PVC,"41,20",Otros,Recimed,Robledo
2022-09-28,Vaso desechable,0,Plásticos,Recimed,Robledo
2022-09-28,Archivo,"202,80",Papeles y Cartones,Recimed,Robledo
2022-09-28,Periódico,"1,2",Papeles y Cartones,Recimed,Robledo
2022-10-28,Plástico,"269,00",Plásticos,Recimed,Volador
2022-10-28,Vaso desechable,"22,5",Plásticos,Recimed,Volador
2022-10-28,PVC,"0,00",Otros,Recimed,Volador
2022-10-28,Plega,"876,7",Papeles y Cartones,Recimed,Volador
2022-10-28,Pet,"336,80",Plásticos,Recimed,Volador
2022-10-28,Vidrio,"499,90",Vidrios,Recimed,Volador
2022-10-28,Palos de Escoba,0,Otros,Recimed,Volador
2022-10-28,Pasta,"136,60",Plásticos,Recimed,Volador
2022-10-28,Cartón,"156,00",Papeles y Cartones,Recimed,Volador
2022-10-28,Chatarra,"219,30",Metales,Recimed,Volador
2022-10-28,Cartón,"585,60",Papeles y Cartones,Recimed,Volador
2022-10-28,Periódico,"21,2",Papeles y Cartones,Recimed,Volador
2022-10-28,Archivo,"367,40",Papeles y Cartones,Recimed,Volador
2022-10-28,Aluminio,"125,70",Metales,Recimed,Volador
2022-10-28,Archivo,"139,00",Papeles y Cartones,Recimed,Robledo
2022-10-28,PVC,"0,00",Otros,Recimed,Robledo
2022-10-28,Plega,"54,8",Papeles y Cartones,Recimed,Robledo
2022-10-28,Plástico,"5,60",Plásticos,Recimed,Robledo
2022-10-28,Vaso desechable,0,Plásticos,Recimed,Robledo
2022-10-28,Pet,"62,00",Plásticos,Recimed,Robledo
2022-10-28,Periódico,"6,2",Papeles y Cartones,Recimed,Robledo
2022-10-28,Palos de Escoba,13,Otros,Recimed,Robledo
2022-10-28,Pasta,"0,00",Plásticos,Recimed,Robledo
2022-10-28,Cartón,"0,00",Papeles y Cartones,Recimed,Robledo
2022-10-28,Chatarra,"15,80",Metales,Recimed,Robledo
2022-10-28,Cartón,"128,80",Papeles y Cartones,Recimed,Robledo
2022-10-28,Aluminio,"0,00",Metales,Recimed,Robledo
2022-10-28,Vidrio,"88,80",Vidrios,Recimed,Robledo
